HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,,,Input.imgurl0,Input.imgurl1,Input.imgurl2,Input.imgurl3,Input.imgurl4,Input.theme0,Input.theme1,Input.theme2,Input.theme3,Input.theme4,Input.word0,Input.word1,Input.word2,Input.word3,Input.word4,Answer.comments,Answer.ques0,Answer.ques1,Answer.ques2,Answer.ques3,Answer.ques4
3EAWOID6MTX02TKYDM28MIU43LR0V2,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3AMW0RGHOD2T5PD3IJ09FMXOXIFPN9,AOOUX0906K0HG,Submitted,Thu Feb 14 21:50:29 PST 2019,Thu Feb 14 21:51:06 PST 2019,Sun Feb 17 21:51:06 PST 2019,,,,37,100% (1/1),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/funds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/bat_stadium_baseball_popcorn/baseball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/nature_plant/tree.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/candles_recipe_lip%20balm/apple.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/automobile_fast%20cars/racecar.png,banking-finance-support,bat-stadium-baseball-popcorn,nature-plant,candles-recipe-lip balm,automobile-fast cars,funds,baseball,tree,apple,racecar,Let us know your thoughts..,stocks,baseball,tree,candle,gadget
3EAWOID6MTX02TKYDM28MIU43LR0V2,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3E47SOBEYQWIXZT8GY1BQE20C06IC8,A26LOVXF4QZZCO,Submitted,Thu Feb 14 21:51:29 PST 2019,Thu Feb 14 21:54:49 PST 2019,Sun Feb 17 21:54:49 PST 2019,,,,200,0% (0/0),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/funds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/bat_stadium_baseball_popcorn/baseball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/nature_plant/tree.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/candles_recipe_lip%20balm/apple.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/automobile_fast%20cars/racecar.png,banking-finance-support,bat-stadium-baseball-popcorn,nature-plant,candles-recipe-lip balm,automobile-fast cars,funds,baseball,tree,apple,racecar,Let us know your thoughts..,funds,baseball,tree,apple,racecar
3EAWOID6MTX02TKYDM28MIU43LR0V2,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3M23Y66PO27IBWN3BJIM8GGDPCXS6I,A22DDO8NILSX6O,Submitted,Thu Feb 14 21:49:41 PST 2019,Thu Feb 14 22:05:24 PST 2019,Sun Feb 17 22:05:24 PST 2019,,,,943,100% (111/111),100% (4/4),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/funds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/bat_stadium_baseball_popcorn/baseball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/nature_plant/tree.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/candles_recipe_lip%20balm/apple.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/automobile_fast%20cars/racecar.png,banking-finance-support,bat-stadium-baseball-popcorn,nature-plant,candles-recipe-lip balm,automobile-fast cars,funds,baseball,tree,apple,racecar,Let us know your thoughts..,funds,baseball,tree,apple,repaper
3FSEU3P2NR0W9GNGYFGD5H6OR5CRRX,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,3NG53N1RLVJ82IQZCHBQXP7T8NZP84,ACSS93E03ZUGX,Submitted,Thu Feb 14 17:43:38 PST 2019,Thu Feb 14 17:54:40 PST 2019,Sun Feb 17 17:54:40 PST 2019,,,,662,100% (2940/2940),100% (2/2),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/funds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/bat_stadium_baseball_popcorn/baseball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/nature_plant/tree.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/candles_recipe_lip%20balm/apple.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/automobile_fast%20cars/racecar.png,banking-finance-support,bat-stadium-baseball-popcorn,nature-plant,candles-recipe-lip balm,automobile-fast cars,funds,baseball,tree,apple,racecar,Let us know your thoughts..,dunes,baseball,tree,apple,robot
3T2EL38U0MKGUBUSUZX5P9I7W0WQXS,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,32RIADZISS44W9JPSVP7BIWZTLRS4X,A22DDO8NILSX6O,Submitted,Thu Feb 14 21:49:39 PST 2019,Thu Feb 14 22:02:17 PST 2019,Sun Feb 17 22:02:17 PST 2019,,,,758,100% (111/111),100% (4/4),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-final/breeds%20of%20dogs/pitbull.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/exam.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/mathematics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/united%20states/border.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/holiday%20decorations/christmas.png,breeds of dogs,education,education,united states,holiday decorations,pitbull,exam,mathematics,border,christmas,Let us know your thoughts..,pitbull,exam,mathematics,border,Christmas
3T2EL38U0MKGUBUSUZX5P9I7W0WQXS,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3ATTHHXXWAO60X437UXY4RNADIXXIS,AGA1PIIWM8I8D,Submitted,Thu Feb 14 23:50:45 PST 2019,Thu Feb 14 23:59:49 PST 2019,Sun Feb 17 23:59:49 PST 2019,,,,544,100% (520/520),100% (3/3),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/breeds%20of%20dogs/pitbull.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/exam.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/mathematics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/united%20states/border.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/holiday%20decorations/christmas.png,breeds of dogs,education,education,united states,holiday decorations,pitbull,exam,mathematics,border,christmas,Let us know your thoughts..,pitbull,exam,mathematics,border,Christmas
3T2EL38U0MKGUBUSUZX5P9I7W0WQXS,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3LBXNTKX0RVDPWB030RLRYO7US7X96,A2DWSKGD9RNKMJ,Submitted,Thu Feb 14 21:51:47 PST 2019,Thu Feb 14 22:06:22 PST 2019,Sun Feb 17 22:06:22 PST 2019,,,,875,100% (96/96),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/breeds%20of%20dogs/pitbull.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/exam.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/mathematics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/united%20states/border.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/holiday%20decorations/christmas.png,breeds of dogs,education,education,united states,holiday decorations,pitbull,exam,mathematics,border,christmas,Let us know your thoughts..,pitbull,earn,mathematics,border,christmas
3T2EL38U0MKGUBUSUZX5P9I7W0WQXS,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3Z9WI9EOZZO0K2UC2T0OELETHW0KHU,A2VR9O234UCT9T,Submitted,Thu Feb 14 21:50:43 PST 2019,Thu Feb 14 21:56:55 PST 2019,Sun Feb 17 21:56:55 PST 2019,,,,372,100% (434/434),100% (3/3),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/breeds%20of%20dogs/pitbull.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/exam.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/mathematics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/united%20states/border.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/holiday%20decorations/christmas.png,breeds of dogs,education,education,united states,holiday decorations,pitbull,exam,mathematics,border,christmas,The last one completely confused me.,pitbull,exam,mathematics,border,coxlotvao
3BC9H1KCYUCAEDGOB4ID0C72M76YW9,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,3VELCLL3GKJE05HKZT666L6HSB6F17,A1J8TVICSRC70W,Submitted,Thu Feb 14 16:56:12 PST 2019,Thu Feb 14 17:01:26 PST 2019,Sun Feb 17 17:01:26 PST 2019,,,,314,100% (131/131),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/breeds%20of%20dogs/pitbull.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/exam.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/mathematics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/united%20states/border.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/holiday%20decorations/christmas.png,breeds of dogs,education,education,united states,holiday decorations,pitbull,exam,mathematics,border,christmas,Let us know your thoughts..,PITBULL,EXAM,MATHEMAICS,BORDER,CAROLINA
379OL9DBSSEZ2H3GIT8LMSZRO6MY9K,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,36TFCYNS44A642TJ1CFD4FMVD5FXHW,AA402T4YY1S7N,Submitted,Thu Feb 14 21:52:36 PST 2019,Thu Feb 14 22:14:47 PST 2019,Sun Feb 17 22:14:47 PST 2019,,,,1331,100% (7/7),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/win/lottery.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cake_cookies_pies_oven/baker.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/music_melody_songs/guitar.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/salary.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/healthcare/sick.png,win,cake-cookies-pies-oven,music-melody-songs,banking-finance-support,healthcare,lottery,baker,guitar,salary,sick,Let us know your thoughts..,lottery,baker,guitar,salaoy,sick
379OL9DBSSEZ2H3GIT8LMSZRO6MY9K,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3AAPLD8UCCHZNLKZW2EGFC1P09RHTX,A22DDO8NILSX6O,Submitted,Thu Feb 14 21:49:54 PST 2019,Thu Feb 14 22:11:39 PST 2019,Sun Feb 17 22:11:39 PST 2019,,,,1305,100% (111/111),100% (4/4),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-final/win/lottery.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cake_cookies_pies_oven/baker.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/music_melody_songs/guitar.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/salary.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/healthcare/sick.png,win,cake-cookies-pies-oven,music-melody-songs,banking-finance-support,healthcare,lottery,baker,guitar,salary,sick,Let us know your thoughts..,lottery,baker,guitar,salary,sick
379OL9DBSSEZ2H3GIT8LMSZRO6MY9K,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3DOCMVPBTNET241Q24NHBXSTX3ENNB,A2DWSKGD9RNKMJ,Submitted,Thu Feb 14 21:51:37 PST 2019,Thu Feb 14 22:04:54 PST 2019,Sun Feb 17 22:04:54 PST 2019,,,,797,100% (96/96),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/win/lottery.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cake_cookies_pies_oven/baker.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/music_melody_songs/guitar.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/salary.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/healthcare/sick.png,win,cake-cookies-pies-oven,music-melody-songs,banking-finance-support,healthcare,lottery,baker,guitar,salary,sick,Let us know your thoughts..,lottery,basic,guitar,salary,sick
379OL9DBSSEZ2H3GIT8LMSZRO6MY9K,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3OB0CAO74HPV47JT681FNTT4FB9HYM,A1ODGBU73JE8S,Submitted,Thu Feb 14 21:53:53 PST 2019,Thu Feb 14 21:56:45 PST 2019,Sun Feb 17 21:56:45 PST 2019,,,,172,100% (15/15),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/win/lottery.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cake_cookies_pies_oven/baker.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/music_melody_songs/guitar.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/salary.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/healthcare/sick.png,win,cake-cookies-pies-oven,music-melody-songs,banking-finance-support,healthcare,lottery,baker,guitar,salary,sick,Let us know your thoughts..,lottery,baker,guitar,salary,sick
359AP8GAGGKILVEI74SCB5G2QSGC7E,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,3V26SBZTBDEH0ITS8G95176BHVCZZ3,AROOCBM042SJD,Submitted,Thu Feb 14 16:56:14 PST 2019,Thu Feb 14 16:57:52 PST 2019,Sun Feb 17 16:57:52 PST 2019,,,,98,100% (37/37),100% (1/1),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/win/lottery.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cake_cookies_pies_oven/baker.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/music_melody_songs/guitar.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/salary.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/healthcare/sick.png,win,cake-cookies-pies-oven,music-melody-songs,banking-finance-support,healthcare,lottery,baker,guitar,salary,sick,Let us know your thoughts..,lottery,baker,guitar,salary,sick
3U74KRR67MLOAX8G9X4RWC2WETLNTJ,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,30IQTZXKAK6VT2NN348SYNNERODX0U,A22DDO8NILSX6O,Submitted,Thu Feb 14 21:49:26 PST 2019,Thu Feb 14 21:54:42 PST 2019,Sun Feb 17 21:54:42 PST 2019,,,,316,100% (111/111),100% (4/4),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-final/supplements/caplet.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/ocean/fish.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sports/running.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/bank.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/home%20decor/curtains.png,supplements,ocean,sports,banking-finance-support,home decor,caplet,fish,running,bank,curtains,Let us know your thoughts..,caplet,fish,running,bank,curtains
3U74KRR67MLOAX8G9X4RWC2WETLNTJ,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,34HJIJKLP5WKO10TMQUCM5G6SPLV45,A37EV8RZ82WT8E,Submitted,Thu Feb 14 21:53:13 PST 2019,Thu Feb 14 21:59:03 PST 2019,Sun Feb 17 21:59:03 PST 2019,,,,350,100% (43/43),100% (3/3),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/supplements/caplet.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/ocean/fish.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sports/running.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/bank.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/home%20decor/curtains.png,supplements,ocean,sports,banking-finance-support,home decor,caplet,fish,running,bank,curtains,Let us know your thoughts..,Caplet,Fish,Running,Bank,Success
3U74KRR67MLOAX8G9X4RWC2WETLNTJ,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3LQ8PUHQFLS9E74O2QFC15ZGPSBIHH,AOOUX0906K0HG,Submitted,Thu Feb 14 21:53:17 PST 2019,Thu Feb 14 21:53:42 PST 2019,Sun Feb 17 21:53:42 PST 2019,,,,25,100% (1/1),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/supplements/caplet.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/ocean/fish.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sports/running.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/bank.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/home%20decor/curtains.png,supplements,ocean,sports,banking-finance-support,home decor,caplet,fish,running,bank,curtains,Let us know your thoughts..,caplet,fish,running,bank,curtains
3U74KRR67MLOAX8G9X4RWC2WETLNTJ,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3MB8LZR5BFT26YD2TEFM6D70YD9KL1,A2DWSKGD9RNKMJ,Submitted,Thu Feb 14 21:51:18 PST 2019,Thu Feb 14 22:01:18 PST 2019,Sun Feb 17 22:01:18 PST 2019,,,,600,100% (96/96),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/supplements/caplet.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/ocean/fish.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sports/running.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/bank.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/home%20decor/curtains.png,supplements,ocean,sports,banking-finance-support,home decor,caplet,fish,running,bank,curtains,Let us know your thoughts..,caplet,fish,running,rank,curtains
3FO95NVK5C08AVNTD4GIVRBKD7VRSL,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,31N2WW6R9RQAA8VZMXKPUELEQVKF3Z,A2NGMLBFZ3YQP5,Submitted,Thu Feb 14 16:56:14 PST 2019,Thu Feb 14 17:22:50 PST 2019,Sun Feb 17 17:22:50 PST 2019,,,,1596,100% (255/255),100% (1/1),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/supplements/caplet.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/ocean/fish.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sports/running.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/bank.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/home%20decor/curtains.png,supplements,ocean,sports,banking-finance-support,home decor,caplet,fish,running,bank,curtains,Let us know your thoughts..,caplet,fish,running,bank,curtains
3WPCIUYH1A8FOLH3K3QO07Q20PJTD7,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,39KFRKBFINV5WO5GALW572Q5RXNYOR,A2VNR6984SDFGQ,Submitted,Thu Feb 14 22:02:27 PST 2019,Thu Feb 14 22:03:09 PST 2019,Sun Feb 17 22:03:09 PST 2019,,,,42,99% (149/150),100% (3/3),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-final/gambling/casino.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/racing_mechanics_repair/car.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/chemistry.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets_babies_family/dog.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/food_ingredients/eat.png,gambling,racing-mechanics-repair,education,pets-babies-family,food-ingredients,casino,car,chemistry,dog,eat,Let us know your thoughts..,China,cat,chemistry,dog,bat
3WPCIUYH1A8FOLH3K3QO07Q20PJTD7,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,39U1BHVTDLRKTDD0HHPEBI0FH49T32,A1ODGBU73JE8S,Submitted,Thu Feb 14 21:53:41 PST 2019,Thu Feb 14 21:56:14 PST 2019,Sun Feb 17 21:56:14 PST 2019,,,,153,100% (15/15),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/gambling/casino.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/racing_mechanics_repair/car.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/chemistry.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets_babies_family/dog.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/food_ingredients/eat.png,gambling,racing-mechanics-repair,education,pets-babies-family,food-ingredients,casino,car,chemistry,dog,eat,Let us know your thoughts..,casino,cut,chemistry,dog,pit
3WPCIUYH1A8FOLH3K3QO07Q20PJTD7,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3JNQLM5FT4M7PI9C489I6HL6HDO2LY,A2DWSKGD9RNKMJ,Submitted,Thu Feb 14 21:51:53 PST 2019,Thu Feb 14 22:07:39 PST 2019,Sun Feb 17 22:07:39 PST 2019,,,,946,100% (96/96),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/gambling/casino.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/racing_mechanics_repair/car.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/chemistry.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets_babies_family/dog.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/food_ingredients/eat.png,gambling,racing-mechanics-repair,education,pets-babies-family,food-ingredients,casino,car,chemistry,dog,eat,Let us know your thoughts..,christ,cat,chemistry,dog,eat
